Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
researches in mystical literature,False,Researches in Mystical Literature,2008-3130,2017-06-20,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
retorika: jurnal ilmu bahasa,False,Retorika: Jurnal Ilmu Bahasa,2443-0668,2021-08-18,1677-09-22,"Journal not adhering to Best practice, no response",DOAJ,,interesting reason
revibec: revista iberoamericana de economía ecológica,False,Revibec: Revista Iberoamericana de Economía Ecológica,1390-2776,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
review of economic and business studies (rebs),False,Review of Economic and Business Studies (REBS),1843-763X,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
review of economics & finance,False,Review of Economics & Finance,1923-8401,2017-07-06,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
review of european studies,False,Review of European Studies,"1918-7173, 1918-7181",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
review of international geographical education online,False,Review of International Geographical Education Online,2146-0353,2017-02-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
review of research,False,Review of research,2249-894X,2015-10-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
reviews of progress,False,Reviews of Progress,2321-3485,2016-04-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revista acesso livre,False,Revista Acesso Livre,2319-0698,2021-09-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista alpha,False,Revista Alpha,0718-2201,2016-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista anacem,False,Revista ANACEM,0718-5308,2016-12-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista andina de estudios políticos,False,Revista Andina de Estudios Políticos,2221-4135,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista argentina de anatomia online,False,Revista Argentina de Anatomia Online,1853-256X,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista argentina de clinica psicologica,False,Revista Argentina de clinica psicologica,1851-7951,2016-10-26,1677-09-22,No licence nor OA statement,DOAJ,,interesting reason
revista argentina de endocrinología y metabolismo,False,Revista Argentina de Endocrinología y Metabolismo,1851-3034,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista batista pioneira,False,Revista Batista Pioneira,2316-462X,2021-09-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista brasileira de agroecologia,False,Revista Brasileira de Agroecologia,1980-9735,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista brasileira de ciências sociais,False,Revista Brasileira de Ciências Sociais,0102-6909,2022-05-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista brasileira de desenvolvimento regional,False,Revista Brasileira de Desenvolvimento Regional,2317-5443,2017-06-03,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista brasileira de educação e saúde,False,Revista Brasileira de Educação e Saúde,2358-2391,2020-10-28,1677-09-22,Website URLs have security issues,DOAJ,,interesting reason
revista brasileira de educação em ciência da informação,False,Revista Brasileira de Educação em Ciência da Informação,2358-3193,2022-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista brasileira de história das religiões,False,Revista Brasileira de História das Religiões,1983-2850,2021-05-11,1677-09-22,Website URLs have security issues,DOAJ,,interesting reason
revista caribeña de ciencias sociales,False,Revista Caribeña de Ciencias Sociales,2254-7630,2021-04-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revista cenic : ciencias biológicas,False,Revista CENIC : Ciencias Biológicas,2221-2450,2016-11-08,1677-09-22,No OA statement,DOAJ,,interesting reason
revista ces derecho,False,Revista CES Derecho,2145-7719,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista ces psicología,False,Revista CES Psicología,2011-3080,2016-09-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista ces salud pública,False,Revista CES Salud Pública,2145-9932,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista chilena de derecho y ciencia politica,False,Revista Chilena de Derecho y Ciencia Politica,0719-2150,2017-03-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista chilena de enfermedades respiratorias,False,Revista Chilena de Enfermedades Respiratorias,0717-5698,2017-05-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista chilena de neuropsicología,False,Revista Chilena de Neuropsicología,0718-0551,2016-12-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista científica (instituto de investigaciones químicas y biológicas. facultad de ciencias químicas y farmacia. universidad de san carlos de guatemala),False,Revista Científica (Instituto de Investigaciones Químicas y Biológicas. Facultad de Ciencias Químicas y Farmacia. Universidad de San Carlos de Guatemala),2070-8246,2019-09-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista científica ciencia médica,False,Revista Científica Ciencia Médica,1817-7433,2017-05-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista científica hermes,False,Revista Científica Hermes,2175-0556,2021-08-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista ciências do trabalho,False,Revista Ciências do Trabalho,2319-0574,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista comunicação midiática,False,Revista Comunicação Midiática,2236-8000,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista contemporânea,False,Revista Contemporânea,1806-0498,2017-03-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista costarricense de cardiología,False,Revista Costarricense de Cardiología,1409-4142,2016-11-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista costarricense de salud pública,False,Revista Costarricense de Salud Pública,1409-1429,2016-11-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista crítica de historia de las relaciones laborales y de la política social,False,Revista Crítica de Historia de las Relaciones Laborales y de la Política Social,2173-0822,2020-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista crítica histórica,False,Revista Crítica Histórica,2177-9961,2017-01-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista da associação médica brasileira,False,Revista da Associação Médica Brasileira,0104-4230,2022-05-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista da escola de enfermagem da usp,False,Revista da Escola de Enfermagem da USP,1980-220X,2022-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista da faculdade de direito da universidade federal de uberlândia,False,Revista da Faculdade de Direito da Universidade Federal de Uberlândia,2177-4919,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista da faeeba. educação e contemporaneidade,False,Revista da FAEEBA. Educação e Contemporaneidade,0104-7043,2021-10-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de administração da fatea,False,Revista de Administração da Fatea,2176-8412,2019-12-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de administração de roraima,False,Revista de Administração de Roraima,2237-8057,2020-08-25,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista de análisis económico (rae),False,Revista de Análisis Económico (RAE),0716-5927,2017-05-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista de arqueología histórica argentina y latinoamericana,False,Revista de Arqueología Histórica Argentina y Latinoamericana,2344-9918,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de arquitectura e ingenieria,False,Revista de Arquitectura e Ingenieria,1990-8830,2016-11-08,1677-09-22,No OA statement,DOAJ,,interesting reason
revista de ciencia política,False,Revista de Ciencia Política,0716-1417,2017-03-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de direito internacional,False,Revista de Direito Internacional,2236-997X,2021-09-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de economie sociala,False,Revista de Economie Sociala,2248-0560,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista de economía crítica,False,Revista de Economía Crítica,1696-0866,2017-04-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de estudos e pesquisas sobre as américas,False,Revista de Estudos e Pesquisas sobre as Américas,1984-1639,2021-08-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de finanças aplicadas,False,Revista de Finanças Aplicadas,2176-8854,2017-03-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de geografia da ufc,False,Revista de Geografia da UFC,1984-2201,2019-12-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de gestión pública,False,Revista de Gestión Pública,0719-1820,2017-05-16,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista de história da ueg,False,Revista de História da UEG,2316-4379,2021-09-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de ingeniería,False,Revista de Ingeniería,2011-0049,2020-09-07,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista de investigación en educación,False,Revista de Investigación en Educación,2172-3427,2016-11-01,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de la asociación española de neuropsiquiatría,False,Revista de la Asociación Española de Neuropsiquiatría,2340-2733,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de la sociedad española del dolor,False,Revista de la Sociedad Española del Dolor,1134-8046,2017-01-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"revista de la sociedad otorrinolaringológica de castilla y león, cantabria y la rioja",False,"Revista de la Sociedad Otorrinolaringológica de Castilla y León, Cantabria y La Rioja",2171-9381,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de negócios,False,Revista de Negócios,1980-4431,2017-02-17,1677-09-22,No OA statement,DOAJ,,interesting reason
revista de nutrição,False,Revista de Nutrição,1415-5273,2022-05-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de psicología y educación,False,Revista de Psicología y Educación,1699-9517,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de sociologia e política,False,Revista de Sociologia e Política,1678-9873,2022-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista de toxicología,False,Revista de Toxicología,0212-7113,2017-07-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista del centro de investigación. universidad la salle,False,Revista del Centro de Investigación. Universidad La Salle,1405-6690,2017-02-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista diálogos do direito,False,Revista Diálogos do Direito,2316-2112,2017-05-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista do instituto de medicina tropical de são paulo,False,Revista do Instituto de Medicina Tropical de São Paulo,0036-4665,2022-05-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista e-mercatoria,False,Revista e-Mercatoria,1692-3960,2018-11-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista educ@rnos,False,Revista Educ@rnos,2007-1930,2017-03-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista eixo,False,Revista Eixo,2238-9504,2021-09-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista electrónica de portalesmedicos.com,False,Revista Electrónica de PortalesMedicos.com,1886-8924,2016-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista electrónica sinéctica,False,Revista electrónica Sinéctica,1665-109X,2017-04-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista eletrônica de administração e turismo,False,Revista Eletrônica de Administração e Turismo,2316-5812,2021-09-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista eletrônica de sistemas de informação,False,Revista Eletrônica de Sistemas de Informação,1677-3071,2017-02-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"revista eletrônica em gestão, educação e tecnologia ambiental",False,"Revista Eletrônica em Gestão, Educação e Tecnologia Ambiental",2236-1170,2016-04-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista eletrônica pesquiseduca,False,Revista Eletrônica PESQUISEDUCA,2177-1626,2016-01-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista emancipação,False,Revista Emancipação,1519-7611,2020-06-23,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista enfoques: ciencia política y administración pública,False,Revista Enfoques: Ciencia Política y Administración Pública,0718-0241,2016-11-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista espamciencia,False,Revista Espamciencia,1390-597X,2021-05-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista espaço e geografia,False,Revista Espaço e Geografia,1516-9375,2022-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista estudos hum(e)anos,False,Revista Estudos Hum(e)anos,2177-1006,2017-01-18,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista estudos políticos,False,Revista Estudos Políticos,2177-2851,2017-02-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista expectativa,False,Revista Expectativa,1676-045X,2021-04-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista filosofia capital,False,Revista Filosofia Capital,1982-6613,2016-09-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista gestão & tecnologia,False,Revista Gestão & Tecnologia,2177-6652,2017-06-03,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista global manager,False,Revista Global Manager,1676-2819,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
"revista globalización, competitividad y gobernabilidad",False,"Revista Globalización, Competitividad y Gobernabilidad",1988-7116,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista gênero & direito,False,Revista Gênero & Direito,2177-0409,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista hipótese,False,Revista Hipótese,2446-7154,2021-09-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista hydra,False,Revista Hydra,2447-942X,2018-10-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista ibero-americana de estratégia,False,Revista Ibero-Americana de Estratégia,2176-0756,2020-01-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista ibero-americana de podologia,False,Revista Ibero-Americana de Podologia,2674-8215,2022-05-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revista iberoamericana de las ciencias biológicas y agropecuarias,False,Revista Iberoamericana de las Ciencias Biológicas y Agropecuarias,2007-9990,2017-02-24,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revista iberoamericana de psicología y salud,False,Revista Iberoamericana de Psicología y Salud,1989-9246,2017-01-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista iberoamericana para la investigación y el desarrollo educativo,False,Revista Iberoamericana para la Investigación y el Desarrollo Educativo,2007-7467,2017-02-24,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revista inspirar : movimento e saúde,False,Revista Inspirar : Movimento e Saúde,2175-537X,2017-02-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista internacional consinter de direito,False,Revista Internacional Consinter de Direito,2183-6396,2020-07-10,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista internacional de educación musical,False,Revista Internacional de Educación Musical,2307-4841,2018-07-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista investigación operacional,False,Revista Investigación Operacional,0257-4306,2016-12-15,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista jurídica do cesuca,False,Revista Jurídica do Cesuca,2317-9554,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista labverde,False,Revista LABVERDE,2179-2275,2019-12-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista latina de comunicación social,False,Revista Latina de Comunicación Social,1138-5820,2021-11-09,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"revista latinoamericana de estudios sobre cuerpos, emociones y sociedad (relaces)",False,"Revista Latinoamericana de Estudios Sobre Cuerpos, Emociones y Sociedad (RELACES)",1852-8759,2016-01-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista latinoamericana de filosofía,False,Revista Latinoamericana de Filosofía,0325-0725,2017-02-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista letrando,False,Revista Letrando,2317-0735,2018-03-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista libertas,False,Revista Libertas,2319-0159,2020-08-16,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista lusófona de educação,False,Revista Lusófona de Educação,1645-7250,2017-01-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista mexicana de análisis político y administración pública,False,Revista Mexicana de Análisis Político y Administración Pública,2007-4425,2017-03-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista mexicana de astronomía y astrofísica,False,Revista Mexicana de Astronomía y Astrofísica,0185-1101,2017-08-03,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista mexicana de ciencias agrícolas,False,Revista Mexicana de Ciencias Agrícolas,2007-0934,2017-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista mexicana de ciencias polí­ticas y sociales,False,Revista Mexicana de Ciencias Polí­ticas y Sociales,0185-1918,2017-06-30,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista mexicana de ingeniería biomédica,False,Revista Mexicana de Ingeniería Biomédica,2395-9126,2016-11-03,1677-09-22,No licence nor OA statement,DOAJ,,interesting reason
revista mexicana de sociología,False,Revista Mexicana de Sociología,0188-2503,2017-06-30,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista negotium,False,Revista Negotium,1856-1810,2022-04-10,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista observaciones filosóficas,False,Revista Observaciones Filosóficas,0718-3712,2015-11-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista paranaense de educação matemática,False,Revista Paranaense de Educação Matemática,2238-5800,2021-05-11,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista peruana de ginecología y obstetricia,False,Revista Peruana de Ginecología y Obstetricia,2304-5132,2020-08-31,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
revista portuguesa de cirurgia,False,Revista Portuguesa de Cirurgia,2183-1165,2016-11-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista portuguesa de medicina geral e familiar,False,Revista Portuguesa de Medicina Geral e Familiar,2182-5173,2017-05-29,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista profissão docente,False,Revista Profissão Docente,1519-0919,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista práxis educacional,False,Revista Práxis Educacional,1809-0249,2017-02-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista pós ciências sociais,False,Revista Pós Ciências Sociais,1983-4527,2021-03-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista retratos da escola,False,Revista Retratos da Escola,1982-131X,2021-09-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista romaneasca pentru educatie multidimensionala,False,Revista Romaneasca pentru Educatie Multidimensionala,2067-9270,2017-10-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"revista sapiência : sociedade, sabres e práticas educacionais",False,"Revista Sapiência : Sociedade, Sabres e Práticas Educacionais",2238-3565,2018-03-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista saúde.com,False,Revista Saúde.Com,1809-0761,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista tecnología y sociedad,False,Revista Tecnología y Sociedad,2314-3037,2017-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista tecnológica,False,Revista Tecnológica,1517-8048,2021-05-11,1677-09-22,Website URLs have security issues,DOAJ,,interesting reason
revista tradumàtica: traducció i tecnologies de la informació i la comunicació,False,Revista Tradumàtica: Traducció i Tecnologies de la Informació i la Comunicació,1578-7559,2017-06-08,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista uruguaya de cardiología,False,Revista Uruguaya de Cardiología,0797-0048,2017-07-03,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
revista virtual de estudos da linguagem,False,Revista Virtual de Estudos da Linguagem,1678-8931,2017-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revista virtual de química,False,Revista Virtual de Química,1984-6835,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"revue de la régulation : capitalisme, institutions, pouvoirs",False,"Revue de la Régulation : Capitalisme, Institutions, Pouvoirs",1957-7796,2016-09-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revue de recherche en civilisation américaine,False,Revue de Recherche en Civilisation Américaine,2101-048X,2016-09-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revue du contrôle de la comptabilité et de l’audit,False,Revue du Contrôle de la Comptabilité et de l’Audit,2605-6453,2020-05-28,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
revue d’études benthamiennes,False,Revue d’Études Benthamiennes,1760-7507,2016-09-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
revue historique des armées,False,Revue Historique des Armées,0035-3299,2016-11-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
rgush journal of pharmaceutical sciences,False,RGUSH Journal of Pharmaceutical Sciences,2249-2208,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
rimcis : international and multidisciplinary journal of social sciences,False,RIMCIS : International and Multidisciplinary Journal of Social Sciences,2014-3680,2021-09-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
riset: geologi dan pertambangan,False,Riset: Geologi dan Pertambangan,2354-6638,2022-03-29,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
rita_,False,rita_,2340-9711,2019-12-05,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
rla : revista de lingüística teórica y aplicada,False,RLA : Revista de Lingüística Teórica y Aplicada,0718-4883,2017-01-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
romai journal,False,ROMAI Journal,1841-5512,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
roman legal tradition,False,Roman Legal Tradition,1943-6483,2021-07-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
romanian journal of diabetes nutrition and metabolic diseases,False,Romanian Journal of Diabetes Nutrition and Metabolic Diseases,2284-6417,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
romanticism and victorianism on the net,False,Romanticism and Victorianism on the Net,1916-1441,2017-02-18,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
rsbo,False,RSBO,1806-7727,2016-12-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
ruthenica,False,Ruthenica,0136-0027,2017-03-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
rétor,False,Rétor,1853-6034,2016-12-07,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sadhana,False,Sadhana,0256-2499,2017-07-07,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
sakarya university journal of education,False,Sakarya University Journal of Education,2146-7455,2017-05-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sakarya university journal of science,False,Sakarya University Journal of Science,1301-4048,2020-02-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
salus online,False,Salus Online,1316-7138,2016-08-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
samples : online-publikationen der gesellschaft für popularmusikforschung,False,Samples : Online-Publikationen der Gesellschaft für Popularmusikforschung,1612-8001,2016-11-15,1677-09-22,No license,DOAJ,,interesting reason
sanat tarihi dergisi,False,Sanat Tarihi Dergisi,1300-5707,2022-02-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
sanidad militar,False,Sanidad Militar,1887-8571,2017-01-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
scholars world : international refereed multidsciplinary journal of contemporary research,False,Scholars World : International Refereed Multidsciplinary Journal of Contemporary Research,2319-5789,2015-11-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"science, religion and culture",False,"Science, Religion and Culture",2055-222X,2016-11-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
"science, technology and arts research journal",False,"Science, Technology and Arts Research Journal",2226-7522,2018-04-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
sciences eaux & territoires: la revue du irstea,False,Sciences Eaux & Territoires: la Revue du IRSTEA,2109-3016,2016-10-13,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
scientia agriculturae bohemica,False,Scientia Agriculturae Bohemica,1211-3174,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
scientia militaria : south african journal of military studies,False,Scientia Militaria : South African Journal of Military Studies,2224-0020,2016-11-14,1677-09-22,"No licence , peer review inadequate",DOAJ,,interesting reason
scientiae educatia,False,Scientiae Educatia,2303-1530,2019-02-22,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
scientific bulletin biotechnology : series f,False,Scientific Bulletin Biotechnology : Series F,2285-1364,2017-09-11,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
scientific herald of the voronezh state university of architecture and civil engineering,False,Scientific Herald of the Voronezh State University of Architecture and Civil Engineering,2075-0811,2016-12-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
scientific journal of animal science,False,Scientific Journal of Animal Science,2322-1704,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of biological sciences,False,Scientific Journal of Biological Sciences,2322-1968,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of crop science,False,Scientific Journal of Crop Science,2322-1690,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of environmental sciences,False,Scientific Journal of Environmental Sciences,2322-5017,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of microbiology,False,Scientific Journal of Microbiology,2322-2948,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of pure and applied sciences,False,Scientific Journal of Pure and Applied Sciences,2322-2956,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
scientific journal of rehabilitation medicine,False,Scientific Journal of Rehabilitation Medicine,2251-8401,2017-07-12,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
scientific journal of review,False,Scientific Journal of Review,2322-2433,2017-07-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
