Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
selecciones matemáticas,True,Selecciones Matemáticas,2411-1783,1677-09-22,2018-01-30,Still in DOAJ index,DOAJ,http://revistas.unitru.edu.pe/index.php/SSMM/index,interesting reason
selected scientific papers: journal of civil engineering,True,Selected Scientific Papers: Journal of Civil Engineering,1336-9024,1677-09-22,2015-09-29,Still in DOAJ index,DOAJ,https://sciendo.com/journal/SSPJCE,interesting reason
selekcija i semenarstvo,True,Selekcija i Semenarstvo,0354-5881,1677-09-22,2017-06-18,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=0354-5881&lang=en,interesting reason
self,True,Self,2448-3060,1677-09-22,2021-09-07,Still in DOAJ index,DOAJ,https://self.ijusp.org.br/self,interesting reason
seloka: jurnal pendidikan bahasa dan sastra indonesia,True,Seloka: Jurnal Pendidikan Bahasa dan Sastra Indonesia,2301-6744,1677-09-22,2015-10-28,Still in DOAJ index,DOAJ,http://journal.unnes.ac.id/sju/index.php/seloka,interesting reason
selçuk üniversitesi hukuk fakültesi dergisi,True,Selçuk Üniversitesi Hukuk Fakültesi Dergisi,1306-8075,1677-09-22,2020-10-20,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/suhfd,interesting reason
semesta teknika,True,Semesta Teknika,2502-5481,1677-09-22,2020-03-09,Still in DOAJ index,DOAJ,http://journal.umy.ac.id/index.php/st,interesting reason
semestre económico,True,Semestre Económico,0120-6346,1677-09-22,2015-11-18,Still in DOAJ index,DOAJ,http://revistas.udem.edu.co/index.php/economico,interesting reason
semina,True,Semina,1677-1001,1677-09-22,2020-07-14,Still in DOAJ index,DOAJ,http://seer.upf.br/index.php/ph,interesting reason
semina scientiarum,True,Semina Scientiarum,2391-6850,1677-09-22,2015-12-29,Still in DOAJ index,DOAJ,http://seminascientiarum.upjp2.edu.pl/,interesting reason
seminare,True,Seminare,2450-1328,1677-09-22,2021-06-22,Still in DOAJ index,DOAJ,https://seminare.pl/,interesting reason
semiárida,True,Semiárida,2362-4337,1677-09-22,2020-07-17,Still in DOAJ index,DOAJ,https://cerac.unlpam.edu.ar/index.php/semiarida,interesting reason
sendebar,True,Sendebar,1130-5509,1677-09-22,2014-07-01,Still in DOAJ index,DOAJ,http://revistaseug.ugr.es/index.php/sendebar/index,interesting reason
senex: yaşlılık çalışmaları dergisi,True,Senex: Yaşlılık Çalışmaları Dergisi,2602-4268,1677-09-22,2018-05-16,Still in DOAJ index,DOAJ,http://www.senexjournal.org.tr,interesting reason
senses and sciences,True,Senses and Sciences,2284-2489,1677-09-22,2015-01-21,Still in DOAJ index,DOAJ,http://www.sensesandsciences.com/,interesting reason
sensing and bio-sensing research,True,Sensing and Bio-Sensing Research,2214-1804,1677-09-22,2016-06-03,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/sensing-and-bio-sensing-research/,interesting reason
sensors & transducers,True,Sensors & Transducers,2306-8515,1677-09-22,2017-04-19,Still in DOAJ index,DOAJ,http://www.sensorsportal.com/HTML/DIGEST/New_Digest.htm,interesting reason
sensors and actuators reports,True,Sensors and Actuators Reports,2666-0539,1677-09-22,2021-03-04,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/sensors-and-actuators-reports/,interesting reason
sensors and materials,True,Sensors and Materials,2435-0869,1677-09-22,2019-09-02,Still in DOAJ index,DOAJ,https://myukk.org/,interesting reason
sensors international,True,Sensors International,2666-3511,1677-09-22,2020-10-23,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/sensors-international/,interesting reason
seonmul yeongu,True,Seonmul yeongu,2713-6647,1677-09-22,2021-04-13,Still in DOAJ index,DOAJ,https://www.emeraldgrouppublishing.com/journal/jdqs,interesting reason
sepa,True,Sepa,2654-6817,1677-09-22,2021-05-31,Still in DOAJ index,DOAJ,https://jurnal.uns.ac.id/sepa,interesting reason
separations,True,Separations,2297-8739,1677-09-22,2016-09-29,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/separations,interesting reason
ser social,True,SER Social,2178-8987,1677-09-22,2019-10-25,Still in DOAJ index,DOAJ,http://periodicos.unb.br/index.php/SER_Social,interesting reason
serbian journal of anesthesia and intensive therapy,True,Serbian Journal of Anesthesia and Intensive Therapy,2466-488X,1677-09-22,2017-06-22,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=2217-7744&lang=en,interesting reason
serbian journal of experimental and clinical research,True,Serbian Journal of Experimental and Clinical Research,2335-075X,1677-09-22,2015-06-10,Still in DOAJ index,DOAJ,https://sciendo.com/pl/journal/SJECR,interesting reason
serendipities,True,Serendipities,2521-0947,1677-09-22,2021-11-25,Still in DOAJ index,DOAJ,https://tidsskrift.dk/Serendipities/,interesting reason
serie científica de la universidad de las ciencias informáticas,True,Serie Científica de la Universidad de las Ciencias Informáticas,2306-2495,1677-09-22,2020-04-06,Still in DOAJ index,DOAJ,https://publicaciones.uci.cu/index.php/serie,interesting reason
serviço social & saúde,True,Serviço Social & Saúde,2446-5992,1677-09-22,2018-11-21,Still in DOAJ index,DOAJ,https://periodicos.sbu.unicamp.br/ojs/index.php/sss/index,interesting reason
sestrinska reč,True,Sestrinska reč,0354-8422,1677-09-22,2018-07-22,Still in DOAJ index,DOAJ,https://scindeks.ceon.rs/journaldetails.aspx?issn=0354-8422,interesting reason
seuteureseu yeon-gu,True,Seuteureseu Yeon-gu,1225-665X,1677-09-22,2017-10-02,Still in DOAJ index,DOAJ,http://www.stressresearch.or.kr/main.html,interesting reason
sexes,True,Sexes,2411-5118,1677-09-22,2021-05-04,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/sexes,interesting reason
sexual and reproductive health matters,True,Sexual and Reproductive Health Matters,2641-0397,1677-09-22,2019-11-07,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/zrhm21/current,interesting reason
sexual medicine,True,Sexual Medicine,2050-1161,1677-09-22,2015-05-20,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/sexual-medicine,interesting reason
sexual offending,True,Sexual Offending,2699-8440,1677-09-22,2021-11-02,Still in DOAJ index,DOAJ,https://sotrap.psychopen.eu/,interesting reason
sfu educational review,True,SFU Educational Review,1916-050X,1677-09-22,2020-01-16,Still in DOAJ index,DOAJ,http://www.sfuedreview.org,interesting reason
shanghai jiaotong daxue xuebao,True,Shanghai Jiaotong Daxue xuebao,1006-2467,1677-09-22,2021-10-14,Still in DOAJ index,DOAJ,http://xuebao.sjtu.edu.cn/CN/1006-2467/home.shtml,interesting reason
shanghai yufang yixue,True,Shanghai yufang yixue,1004-9231,1677-09-22,2022-01-25,Still in DOAJ index,DOAJ,http://www.sjpm.org.cn/indexen.htm,interesting reason
share: jurnal ekonomi dan keuangan islam,True,Share: Jurnal Ekonomi dan Keuangan Islam,2089-6239,1677-09-22,2017-08-11,Still in DOAJ index,DOAJ,http://jurnal.ar-raniry.ac.id/index.php/Share/index,interesting reason
"she ji: the journal of design, economics and innovation",True,"She Ji: The Journal of Design, Economics and Innovation",2405-8726,1677-09-22,2017-10-10,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/she-ji-the-journal-of-design-economics-and-innovation/,interesting reason
shedet,True,Shedet,2356-8704,1677-09-22,2019-01-22,Still in DOAJ index,DOAJ,https://shedet.journals.ekb.eg/,interesting reason
shizi peiyu yu jiaoshi zhuanye fazhan qikan,True,Shizi Peiyu Yu Jiaoshi Zhuanye Fazhan Qikan,2071-3649,1677-09-22,2018-06-28,Still in DOAJ index,DOAJ,http://jtepd.ncue.edu.tw/eng,interesting reason
shock and vibration,True,Shock and Vibration,1070-9622,1677-09-22,2015-04-08,Still in DOAJ index,DOAJ,https://www.hindawi.com/journals/sv/,interesting reason
si somos americanos,True,Si Somos Americanos,0718-2910,1677-09-22,2019-10-10,Still in DOAJ index,DOAJ,http://www.sisomosamericanos.cl/,interesting reason
siberian journal of life sciences and agriculture,True,Siberian Journal of Life Sciences and Agriculture,2658-6649,1677-09-22,2019-07-02,Still in DOAJ index,DOAJ,http://discover-journal.ru/,interesting reason
sibirica,True,Sibirica,1476-6787,1677-09-22,2020-09-14,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/sibirica/sibirica-overview.xml,interesting reason
sibirskie istoričeskie issledovaniâ,True,Sibirskie Istoričeskie Issledovaniâ,2312-461X,1677-09-22,2015-08-05,Still in DOAJ index,DOAJ,http://journals.tsu.ru/siberia/en/,interesting reason
sibirskij onkologičeskij žurnal,True,Sibirskij Onkologičeskij Žurnal,1814-4861,1677-09-22,2017-07-23,Still in DOAJ index,DOAJ,http://www.siboncoj.ru/jour,interesting reason
"sice journal of control, measurement, and system integration",True,"SICE Journal of Control, Measurement, and System Integration",1884-9970,1677-09-22,2022-05-19,Still in DOAJ index,DOAJ,https://www.tandfonline.com/journals/tmsi20,interesting reason
sicot-j,True,SICOT-J,2426-8887,1677-09-22,2016-02-10,Still in DOAJ index,DOAJ,http://www.sicot-j.org/,interesting reason
sicurezza terrorismo e società,True,Sicurezza Terrorismo e Società,2421-4442,1677-09-22,2018-07-30,Still in DOAJ index,DOAJ,http://www.sicurezzaterrorismosocieta.it/,interesting reason
siembra,True,Siembra,1390-8928,1677-09-22,2020-01-29,Still in DOAJ index,DOAJ,http://revistadigital.uce.edu.ec/index.php/SIEMBRA,interesting reason
"siglo xxi, literatura y cultura españolas",True,"Siglo XXI, Literatura y Cultura Españolas",2172-7457,1677-09-22,2018-04-17,Still in DOAJ index,DOAJ,https://revistas.uva.es/index.php/sigloxxi,interesting reason
sigma journal of engineering and natural sciences,True,Sigma Journal of Engineering and Natural Sciences,1304-7191,1677-09-22,2015-01-28,Still in DOAJ index,DOAJ,http://eds.yildiz.edu.tr/sigma,interesting reason
sign systems studies,True,Sign Systems Studies,1406-4243,1677-09-22,2018-06-11,Still in DOAJ index,DOAJ,https://ojs.utlib.ee/index.php/sss/,interesting reason
signal transduction and targeted therapy,True,Signal Transduction and Targeted Therapy,2059-3635,1677-09-22,2016-11-29,Still in DOAJ index,DOAJ,http://www.nature.com/sigtrans/,interesting reason
signals,True,Signals,2624-6120,1677-09-22,2021-02-22,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/signals,interesting reason
signata,True,Signata,2032-9806,1677-09-22,2020-10-29,Still in DOAJ index,DOAJ,https://journals.openedition.org/signata,interesting reason
significação: revista de cultura audiovisual,True,Significação: Revista de Cultura Audiovisual,1516-4330,1677-09-22,2015-08-11,Still in DOAJ index,DOAJ,http://www.revistas.usp.br/significacao,interesting reason
signo y seña,True,Signo y Seña,2314-2189,1677-09-22,2019-03-24,Still in DOAJ index,DOAJ,http://revistascientificas.filo.uba.ar/index.php/sys,interesting reason
signos,True,Signos,2145-1389,1677-09-22,2019-03-28,Still in DOAJ index,DOAJ,https://revistas.usantotomas.edu.co/index.php/signos/index,interesting reason
signos do consumo,True,Signos do Consumo,1984-5057,1677-09-22,2018-04-21,Still in DOAJ index,DOAJ,http://www.revistas.usp.br/signosdoconsumo/index,interesting reason
signótica,True,Signótica,2316-3690,1677-09-22,2016-10-23,Still in DOAJ index,DOAJ,https://revistas.ufg.br/index.php/sig/index,interesting reason
siklus: jurnal teknik sipil,True,Siklus: Jurnal Teknik Sipil,2549-3973,1677-09-22,2019-04-26,Still in DOAJ index,DOAJ,https://journal.unilak.ac.id/index.php/SIKLUS,interesting reason
sillogés,True,Sillogés,2595-4830,1677-09-22,2018-09-29,Still in DOAJ index,DOAJ,http://historiasocialecomparada.org/revistas/index.php/silloges,interesting reason
silva balcanica,True,Silva Balcanica,1311-8706,1677-09-22,2021-01-11,Still in DOAJ index,DOAJ,https://silvabalcanica.pensoft.net/,interesting reason
silva fennica,True,Silva Fennica,2242-4075,1677-09-22,2019-06-12,Still in DOAJ index,DOAJ,https://silvafennica.fi/,interesting reason
simbiosis: journal of biological sciences,True,Simbiosis: Journal of Biological Sciences,2337-7224,1677-09-22,2016-01-12,Still in DOAJ index,DOAJ,http://ojs.unud.ac.id/index.php/simbiosis,interesting reason
simbiótica,True,Simbiótica,2316-1620,1677-09-22,2015-01-30,Still in DOAJ index,DOAJ,http://periodicos.ufes.br/simbiotica,interesting reason
"simetris: jurnal teknik mesin, elektro dan ilmu komputer",True,"Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer",2252-4983,1677-09-22,2017-08-07,Still in DOAJ index,DOAJ,http://jurnal.umk.ac.id/index.php/simet/index,interesting reason
simulacra,True,Simulacra,2622-6952,1677-09-22,2019-06-18,Still in DOAJ index,DOAJ,http://journal.trunojoyo.ac.id/simulacra,interesting reason
sinappsi,True,SINAPPSI,2611-6332,1677-09-22,2022-06-06,Still in DOAJ index,DOAJ,https://inapp.org/it/sinappsi,interesting reason
sincronía,True,Sincronía,1562-384X,1677-09-22,2018-10-15,Still in DOAJ index,DOAJ,http://sincronia.cucsh.udg.mx/,interesting reason
sinergi: jurnal ilmiah ilmu manajemen,True,Sinergi: Jurnal Ilmiah Ilmu Manajemen,2087-4987,1677-09-22,2017-06-30,Still in DOAJ index,DOAJ,http://ejournal.unitomo.ac.id/index.php/feb/index,interesting reason
"sinergia: revista do instituto de ciências econômicas, administrativas e contábeis",True,"Sinergia: Revista do Instituto de Ciências Econômicas, Administrativas e Contábeis",0102-7360,1677-09-22,2017-05-08,Still in DOAJ index,DOAJ,https://seer.furg.br/sinergia/,interesting reason
sinestesieonline,True,Sinestesieonline,2280-6849,1677-09-22,2018-03-19,Still in DOAJ index,DOAJ,http://www.rivistasinestesie.it,interesting reason
sineza,True,Sineza,2712-1259,1677-09-22,2020-10-28,Still in DOAJ index,DOAJ,https://sineza.ff.unibl.org/sineza,interesting reason
sinkron,True,Sinkron,2541-2019,1677-09-22,2020-07-27,Still in DOAJ index,DOAJ,https://jurnal.polgan.ac.id/index.php/sinkron,interesting reason
sintaxis,True,Sintaxis,2594-1682,1677-09-22,2021-10-18,Still in DOAJ index,DOAJ,http://revistas.anahuac.mx/sintaxis,interesting reason
sinteze,True,Sinteze,2217-902X,1677-09-22,2017-07-09,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=2217-902X&lang=en,interesting reason
sinusitis,True,Sinusitis,2309-107X,1677-09-22,2018-06-12,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/sinusitis,interesting reason
sinéctica,True,Sinéctica,2007-7033,1677-09-22,2018-09-11,Still in DOAJ index,DOAJ,https://sinectica.iteso.mx,interesting reason
siriraj medical journal,True,Siriraj Medical Journal,0125-152X,1677-09-22,2017-08-04,Still in DOAJ index,DOAJ,http://www.smj.si.mahidol.ac.th,interesting reason
sisforma,True,SISFORMA,2355-8253,1677-09-22,2016-03-28,Still in DOAJ index,DOAJ,http://journal.unika.ac.id/index.php/sisforma,interesting reason
sistemasi: jurnal sistem informasi,True,Sistemasi: Jurnal Sistem Informasi,2302-8149,1677-09-22,2018-03-26,Still in DOAJ index,DOAJ,http://sistemasi.ftik.unisi.ac.id/index.php/stmsi,interesting reason
sistemnyj analiz i prikladnaâ informatika,True,Sistemnyj Analiz i Prikladnaâ Informatika,2309-4923,1677-09-22,2016-02-12,Still in DOAJ index,DOAJ,http://sapi.bntu.by,interesting reason
sisyphus,True,Sisyphus,2182-8474,1677-09-22,2019-05-08,Still in DOAJ index,DOAJ,http://revistas.rcaap.pt/sisyphus,interesting reason
siyasal: journal of political sciences,True,Siyasal: Journal of Political Sciences,2602-3598,1677-09-22,2021-12-21,Still in DOAJ index,DOAJ,https://iupress.istanbul.edu.tr/en/journal/jps/home,interesting reason
sjuttonhundratal,True,Sjuttonhundratal,1652-4772,1677-09-22,2020-03-16,Still in DOAJ index,DOAJ,https://septentrio.uit.no/index.php/1700,interesting reason
sketch: journal of city and regional planning,True,Sketch: Journal of City and Regional Planning,2687-5101,1677-09-22,2020-12-03,Still in DOAJ index,DOAJ,https://sketchjournal.org/,interesting reason
skin,True,Skin,2574-1624,1677-09-22,2022-05-03,Still in DOAJ index,DOAJ,https://jofskin.org/index.php/skin,interesting reason
skin health and disease,True,Skin Health and Disease,2690-442X,1677-09-22,2021-07-19,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/2690442x,interesting reason
slas discovery,True,SLAS Discovery,2472-5560,1677-09-22,2022-03-11,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/slas-discovery,interesting reason
slas technology,True,SLAS Technology,2472-6311,1677-09-22,2022-03-11,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/slas-technology,interesting reason
slavia centralis,True,Slavia Centralis,1855-6302,1677-09-22,2015-10-30,Still in DOAJ index,DOAJ,http://slaviacentralis.uni-mb.si/home/,interesting reason
slavica,True,Slavica,0583-5356,1677-09-22,2020-10-15,Still in DOAJ index,DOAJ,https://ojs.lib.unideb.hu/slavica,interesting reason
slavica tergestina,True,Slavica TerGestina,1592-0291,1677-09-22,2018-08-24,Still in DOAJ index,DOAJ,https://slavica-ter.org/,interesting reason
slavistica vilnensis,True,Slavistica Vilnensis,2351-6895,1677-09-22,2019-04-06,Still in DOAJ index,DOAJ,http://www.journals.vu.lt/slavistica-vilnensis,interesting reason
slavistična revija,True,Slavistična Revija,0350-6894,1677-09-22,2015-05-29,Still in DOAJ index,DOAJ,https://srl.si/ojs/srl/about,interesting reason
slavonic pedagogical studies journal,True,Slavonic Pedagogical Studies Journal,1339-9055,1677-09-22,2021-04-07,Still in DOAJ index,DOAJ,http://www.pegasjournal.eu,interesting reason
slayage,True,Slayage,1546-9212,1677-09-22,2020-02-24,Still in DOAJ index,DOAJ,https://www.whedonstudies.tv/slayage-the-international-journal-of-buffy.html,interesting reason
sleep advances,True,Sleep Advances,2632-5012,1677-09-22,2021-12-15,Still in DOAJ index,DOAJ,https://academic.oup.com/sleepadvances,interesting reason
sleep medicine research,True,Sleep Medicine Research,2233-8853,1677-09-22,2018-04-24,Still in DOAJ index,DOAJ,http://sleepmedres.org,interesting reason
sleep medicine: x,True,Sleep Medicine: X,2590-1427,1677-09-22,2021-01-29,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/sleep-medicine-x,interesting reason
sleep science,True,Sleep Science,1984-0063,1677-09-22,2016-11-21,Still in DOAJ index,DOAJ,http://sleepscience.org.br,interesting reason
sleep science and practice,True,Sleep Science and Practice,2398-2683,1677-09-22,2018-01-31,Still in DOAJ index,DOAJ,https://sleep.biomedcentral.com/,interesting reason
slis connecting,True,SLIS Connecting,2330-2917,1677-09-22,2015-03-17,Still in DOAJ index,DOAJ,http://aquila.usm.edu/slisconnecting/,interesting reason
slovenian journal of public health,True,Slovenian Journal of Public Health,1854-2476,1677-09-22,2015-09-29,Still in DOAJ index,DOAJ,https://sciendo.com/journal/SJPH,interesting reason
slovenika,True,Slovenika,2466-555X,1677-09-22,2019-04-15,Still in DOAJ index,DOAJ,http://slovenci.rs/slovenika/,interesting reason
slovenska pediatrija,True,Slovenska pediatrija,1318-4423,1677-09-22,2020-07-01,Still in DOAJ index,DOAJ,http://www.slovenskapediatrija.si/en-gb/,interesting reason
slovenské divadlo,True,Slovenské Divadlo,1336-8605,1677-09-22,2018-02-05,Still in DOAJ index,DOAJ,https://sd.sav.sk/about-the-journal/,interesting reason
slovo a smysl,True,Slovo a Smysl,1214-7915,1677-09-22,2018-03-13,Still in DOAJ index,DOAJ,http://wordandsense.ff.cuni.cz/en/,interesting reason
služba božja,True,Služba Božja,0037-7074,1677-09-22,2017-08-28,Still in DOAJ index,DOAJ,http://hrcak.srce.hr/sluzba-bozja?lang=en,interesting reason
small business international review,True,Small Business International Review,2531-0046,1677-09-22,2018-11-28,Still in DOAJ index,DOAJ,https://sbir.upct.es,interesting reason
small science,True,Small Science,2688-4046,1677-09-22,2021-09-30,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26884046,interesting reason
smart agricultural technology,True,Smart Agricultural Technology,2772-3755,1677-09-22,2021-10-22,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/smart-agricultural-technology,interesting reason
smart and resilient transportation,True,Smart and Resilient Transportation,2632-0495,1677-09-22,2021-04-13,Still in DOAJ index,DOAJ,https://www.emeraldgrouppublishing.com/journal/srt,interesting reason
smart cities,True,Smart Cities,2624-6511,1677-09-22,2021-02-26,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/smartcities,interesting reason
smart energy,True,Smart Energy,2666-9552,1677-09-22,2021-05-28,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/smart-energy,interesting reason
smart homecare technology and telehealth,True,Smart Homecare Technology and TeleHealth,2253-1564,1677-09-22,2014-06-27,Still in DOAJ index,DOAJ,https://www.dovepress.com/smart-homecare-technology-and-telehealth-journal,interesting reason
smart learning environments,True,Smart Learning Environments,2196-7091,1677-09-22,2016-11-10,Still in DOAJ index,DOAJ,https://slejournal.springeropen.com,interesting reason
smart materials in medicine,True,Smart Materials in Medicine,2590-1834,1677-09-22,2020-09-21,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/smart-materials-in-medicine/,interesting reason
smartmat,True,SmartMat,2688-819X,1677-09-22,2021-05-25,Still in DOAJ index,DOAJ,http://www.wileyonlinelibrary.com/journal/smartmat,interesting reason
sn applied sciences,True,SN Applied Sciences,2523-3971,1677-09-22,2021-03-30,Still in DOAJ index,DOAJ,https://www.springer.com/snas,interesting reason
sobre méxico,True,Sobre México,2448-7325,1677-09-22,2021-08-03,Still in DOAJ index,DOAJ,https://sobremexico-revista.ibero.mx/index.php/Revista_Sobre_Mexico,interesting reason
sobre. prácticas artísticas y políticas de la edición,True,SOBRE. Prácticas artísticas y políticas de la edición,2387-1733,1677-09-22,2017-08-31,Still in DOAJ index,DOAJ,http://revistaseug.ugr.es/index.php/sobre,interesting reason
social affairs,True,Social Affairs,2478-107X,1677-09-22,2017-01-06,Still in DOAJ index,DOAJ,http://socialaffairsjournal.com/index.php,interesting reason
social analysis,True,Social Analysis,1558-5727,1677-09-22,2020-09-14,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/social-analysis/social-analysis-overview.xml,interesting reason
social anthropology,True,Social Anthropology,1469-8676,1677-09-22,2022-06-08,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/saas/saas-overview.xml,interesting reason
social behavior research & health,True,Social Behavior Research & Health,2538-4813,1677-09-22,2017-11-26,Still in DOAJ index,DOAJ,http://sbrh.ssu.ac.ir,interesting reason
social change review,True,Social Change Review,2068-8016,1677-09-22,2015-04-07,Still in DOAJ index,DOAJ,https://sciendo.com/journal/SCR,interesting reason
social cognitive and affective neuroscience,True,Social Cognitive and Affective Neuroscience,1749-5024,1677-09-22,2017-09-26,Still in DOAJ index,DOAJ,https://academic.oup.com/scan,interesting reason
social determinants of health,True,Social Determinants of Health,2423-7337,1677-09-22,2016-03-14,Still in DOAJ index,DOAJ,http://www.journals.sbmu.ac.ir/sdh/index,interesting reason
social development & security,True,Social Development & Security,2522-9842,1677-09-22,2019-03-02,Still in DOAJ index,DOAJ,https://paperssds.eu/,interesting reason
social health and behavior,True,Social Health and Behavior,2589-9767,1677-09-22,2020-05-14,Still in DOAJ index,DOAJ,http://www.shbonweb.com/,interesting reason
social inclusion,True,Social Inclusion,2183-2803,1677-09-22,2014-07-18,Still in DOAJ index,DOAJ,http://www.cogitatiopress.com/socialinclusion,interesting reason
social interaction,True,Social Interaction,2446-3620,1677-09-22,2020-05-07,Still in DOAJ index,DOAJ,https://tidsskrift.dk/socialinteraction/,interesting reason
social media + society,True,Social Media + Society,2056-3051,1677-09-22,2015-09-24,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/sms,interesting reason
social psychological bulletin,True,Social Psychological Bulletin,2569-653X,1677-09-22,2019-02-12,Still in DOAJ index,DOAJ,https://spb.psychopen.eu/,interesting reason
social science spectrum,True,Social Science Spectrum,2454-2806,1677-09-22,2017-05-19,Still in DOAJ index,DOAJ,http://www.socialspectrum.in,interesting reason
social sciences and education research review,True,Social Sciences and Education Research Review,2392-9863,1677-09-22,2015-05-18,Still in DOAJ index,DOAJ,http://sserr.ro,interesting reason
"social sciences, humanities and education journal",True,"Social Sciences, Humanities and Education Journal",2720-9946,1677-09-22,2021-08-18,Still in DOAJ index,DOAJ,http://e-journal.unipma.ac.id/index.php/SHE,interesting reason
social technologies,True,Social Technologies,2029-7564,1677-09-22,2016-06-30,Still in DOAJ index,DOAJ,https://www3.mruni.eu/ojs/social-technologies,interesting reason
social work and education,True,Social Work and Education,2520-6451,1677-09-22,2018-02-09,Still in DOAJ index,DOAJ,http://journals.uran.ua/swe,interesting reason
social work/maatskaplike werk,True,Social Work/Maatskaplike Werk,2312-7198,1677-09-22,2016-06-10,Still in DOAJ index,DOAJ,https://socialwork.journals.ac.za/pub/index,interesting reason
socialinis darbas,True,Socialinis Darbas,2029-2775,1677-09-22,2017-12-11,Still in DOAJ index,DOAJ,https://ojs.mruni.eu/ojs/social-inquiry-into-well-being,interesting reason
socialium,True,Socialium,2706-6053,1677-09-22,2019-12-09,Still in DOAJ index,DOAJ,http://revistas.uncp.edu.pe/index.php/socialium/index,interesting reason
sociedad e infancias,True,Sociedad e Infancias,2531-0720,1677-09-22,2018-10-15,Still in DOAJ index,DOAJ,https://revistas.ucm.es/index.php/SOCI/,interesting reason
sociedad y ambiente,True,Sociedad y Ambiente,2007-6576,1677-09-22,2018-02-02,Still in DOAJ index,DOAJ,http://revistas.ecosur.mx/sociedadyambiente,interesting reason
sociedade e estado,True,Sociedade e Estado,0102-6992,1677-09-22,2017-03-17,Still in DOAJ index,DOAJ,http://www.scielo.br/se,interesting reason
sociedades precapitalistas,True,Sociedades Precapitalistas,2250-5121,1677-09-22,2014-08-05,Still in DOAJ index,DOAJ,http://sociedadesprecapitalistas.fahce.unlp.edu.ar/,interesting reason
societas dei: jurnal agama dan masyarakat,True,Societas Dei: Jurnal Agama dan Masyarakat,2599-3267,1677-09-22,2022-06-10,Still in DOAJ index,DOAJ,http://societasdei.rcrs.org/index.php/SD/index,interesting reason
society,True,Society,2597-4874,1677-09-22,2020-01-02,Still in DOAJ index,DOAJ,https://society.fisip.ubb.ac.id/index.php/society,interesting reason
society and economy,True,Society and Economy,1588-970X,1677-09-22,2021-05-10,Still in DOAJ index,DOAJ,https://akjournals.com/view/journals/204/204-overview.xml,interesting reason
society and security insights,True,Society and Security Insights,2619-0249,1677-09-22,2020-03-31,Still in DOAJ index,DOAJ,http://journal.asu.ru/ssi,interesting reason
society register,True,Society Register,2544-5502,1677-09-22,2018-10-29,Still in DOAJ index,DOAJ,https://pressto.amu.edu.pl/index.php/sr/index,interesting reason
"society, health & vulnerability",True,"Society, Health & Vulnerability",2002-1518,1677-09-22,2015-12-23,Still in DOAJ index,DOAJ,http://www.tandfonline.com/toc/zvgi20/current,interesting reason
società e diritti,True,Società e diritti,2531-6710,1677-09-22,2017-10-16,Still in DOAJ index,DOAJ,http://riviste.unimi.it/index.php/SED,interesting reason
socio-anthropologie,True,Socio-anthropologie,1276-8707,1677-09-22,2019-02-13,Still in DOAJ index,DOAJ,https://journals.openedition.org/socio-anthropologie/,interesting reason
socio-cultural management journal,True,Socio-Cultural Management Journal,2709-846X,1677-09-22,2021-06-04,Still in DOAJ index,DOAJ,http://socio-cultural.knukim.edu.ua/index,interesting reason
sociohistórica,True,Sociohistórica,1852-1606,1677-09-22,2014-08-05,Still in DOAJ index,DOAJ,http://www.sociohistorica.fahce.unlp.edu.ar/,interesting reason
sociologica,True,Sociologica,1971-8853,1677-09-22,2020-04-21,Still in DOAJ index,DOAJ,https://sociologica.unibo.it/,interesting reason
