Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
farabi,True,Farabi,1907-0993,1677-09-22,2017-01-20,Still in DOAJ index,DOAJ,http://journal.iaingorontalo.ac.id/index.php/fa,interesting reason
farmacia hospitalaria,True,Farmacia Hospitalaria,1130-6343,1677-09-22,2016-08-06,Still in DOAJ index,DOAJ,http://www.aulamedica.es/gdcr/index.php/fh/issue/current,interesting reason
farmacist.ro,True,Farmacist.ro,1584-6539,1677-09-22,2021-05-17,Still in DOAJ index,DOAJ,https://medichub.ro/reviste-de-specialitate/farmacist-ro,interesting reason
farmaciâ i farmakologiâ (pâtigorsk),True,Farmaciâ i Farmakologiâ (Pâtigorsk),2307-9266,1677-09-22,2016-07-06,Still in DOAJ index,DOAJ,http://www.pharmpharm.ru/,interesting reason
farmacja polska,True,Farmacja Polska,0014-8261,1677-09-22,2020-07-21,Still in DOAJ index,DOAJ,https://www.ptfarm.pl/wydawnictwa/czasopisma/farmacja-polska,interesting reason
farmacéuticos comunitarios,True,Farmacéuticos Comunitarios,1885-8619,1677-09-22,2017-06-30,Still in DOAJ index,DOAJ,http://farmaceuticoscomunitarios.org/,interesting reason
farol. revista de estudos organizacionais e sociedade,True,Farol. Revista de Estudos Organizacionais e Sociedade,2358-6311,1677-09-22,2018-06-01,Still in DOAJ index,DOAJ,http://revistas.face.ufmg.br/index.php/farol,interesting reason
faseb bioadvances,True,FASEB BioAdvances,2573-9832,1677-09-22,2019-04-02,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/25739832,interesting reason
fashion and textiles,True,Fashion and Textiles,2198-0802,1677-09-22,2016-03-10,Still in DOAJ index,DOAJ,http://www.springer.com/40691,interesting reason
fashion studies,True,Fashion Studies,2371-3453,1677-09-22,2019-01-16,Still in DOAJ index,DOAJ,https://www.fashionstudies.ca/,interesting reason
faslnāmah-i pizhūhish/nāmah-i iqtisādī,True,Faslnāmah-i Pizhūhish/Nāmah-i Iqtisādī,1735-210X,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://joer.atu.ac.ir/,interesting reason
faunistic entomology,True,Faunistic Entomology,2295-7235,1677-09-22,2016-03-10,Still in DOAJ index,DOAJ,http://popups.ulg.ac.be/2030-6318/index.php,interesting reason
fave sección ciencias veterinarias,True,FAVE Sección Ciencias Veterinarias,2362-5589,1677-09-22,2018-03-08,Still in DOAJ index,DOAJ,http://bibliotecavirtual.unl.edu.ar/publicaciones/index.php/FAVEveterinaria/issue/archive,interesting reason
fave: sección ciencias agrarias,True,Fave: Sección Ciencias Agrarias,1666-7719,1677-09-22,2015-11-16,Still in DOAJ index,DOAJ,https://bibliotecavirtual.unl.edu.ar/publicaciones/index.php/FAVEAgrarias/index,interesting reason
faṣlnāmah-i farhang mushavirah va ravān/darmānī,True,Faṣlnāmah-i Farhang Mushavirah va Ravān/Darmānī,2345-6051,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://qccpc.atu.ac.ir/,interesting reason
faṣlnāmah-i parastārī-i diyābit,True,Faṣlnāmah-i Parastārī-i Diyābit,2345-5020,1677-09-22,2017-12-08,Still in DOAJ index,DOAJ,http://jdn.zbmu.ac.ir/en,interesting reason
faṣlnāmah-i pizhūhish-i huqūq-i khuṣūṣī,True,Faṣlnāmah-i Pizhūhish-i Huqūq-i Khuṣūṣī,2345-3583,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://jplr.atu.ac.ir/,interesting reason
faṣlnāmah-i pizhūhish-i huqūq-i kiyfarī,True,Faṣlnāmah-i Pizhūhish-i Huqūq-i Kiyfarī,2345-3575,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://jclr.atu.ac.ir/,interesting reason
faṣlnāmah-i pizhūhish-i huqūq-i ̒umūmī,True,Faṣlnāmah-i Pizhūhish-i Huqūq-i ̒Umūmī,2345-6116,1677-09-22,2017-03-15,Still in DOAJ index,DOAJ,http://qjpl.atu.ac.ir/,interesting reason
faṣlnāmah-i pizhūhish/hā-yi rāhburdī-i siyāsat,True,Faṣlnāmah-i Pizhūhish/hā-yi Rāhburdī-i Siyāsat,2345-6140,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://qpss.atu.ac.ir/,interesting reason
felsefe arkivi,True,Felsefe Arkivi,0378-2816,1677-09-22,2022-01-11,Still in DOAJ index,DOAJ,https://iupress.istanbul.edu.tr/en/journal/felsefearkivi/home,interesting reason
feminismo/s,True,Feminismo/s,1696-8166,1677-09-22,2018-07-06,Still in DOAJ index,DOAJ,https://feminismos.ua.es/,interesting reason
feminist encounters: a journal of critical studies in culture and politics,True,Feminist Encounters: A Journal of Critical Studies in Culture and Politics,2542-4920,1677-09-22,2018-04-07,Still in DOAJ index,DOAJ,http://www.lectitopublishing.nl/feminist-encounters,interesting reason
feminist philosophy quarterly,True,Feminist Philosophy Quarterly,2371-2570,1677-09-22,2018-09-26,Still in DOAJ index,DOAJ,https://ojs.lib.uwo.ca/index.php/fpq/index,interesting reason
fems microbes,True,FEMS Microbes,2633-6685,1677-09-22,2021-01-28,Still in DOAJ index,DOAJ,https://academic.oup.com/femsmicrobes,interesting reason
fenestella,True,Fenestella,2784-8663,1677-09-22,2022-02-04,Still in DOAJ index,DOAJ,https://riviste.unimi.it/index.php/fenestella,interesting reason
fermentation,True,Fermentation,2311-5637,1677-09-22,2017-04-12,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/fermentation,interesting reason
fertility & reproduction,True,Fertility & Reproduction,2661-3174,1677-09-22,2021-01-22,Still in DOAJ index,DOAJ,https://www.worldscientific.com/worldscinet/fandr,interesting reason
fertility research and practice,True,Fertility Research and Practice,2054-7099,1677-09-22,2015-07-08,Still in DOAJ index,DOAJ,http://www.fertilityresearchandpractice.com/,interesting reason
fiat justisia,True,Fiat Justisia,1978-5186,1677-09-22,2016-11-24,Still in DOAJ index,DOAJ,http://jurnal.fh.unila.ac.id/index.php/fiat,interesting reason
fields,True,Fields,2057-0163,1677-09-22,2019-10-15,Still in DOAJ index,DOAJ,https://www.fieldsjournal.org.uk/,interesting reason
figempa,True,FIGEMPA,1390-7042,1677-09-22,2019-12-11,Still in DOAJ index,DOAJ,http://revistadigital.uce.edu.ec/index.php/RevFIG/index,interesting reason
figura,True,Figura,2317-4625,1677-09-22,2020-08-28,Still in DOAJ index,DOAJ,https://econtents.bc.unicamp.br/inpec/index.php/figura/index,interesting reason
figure,True,Figure,2283-9348,1677-09-22,2014-07-08,Still in DOAJ index,DOAJ,http://figure.unibo.it/,interesting reason
fikrah: jurnal ilmu aqidah dan studi keagamaan,True,Fikrah: Jurnal Ilmu Aqidah dan Studi Keagamaan,2354-6174,1677-09-22,2017-07-13,Still in DOAJ index,DOAJ,http://journal.stainkudus.ac.id/index.php/Fikrah/index,interesting reason
fikri,True,Fikri,2548-7620,1677-09-22,2021-05-12,Still in DOAJ index,DOAJ,https://journal.iaimnumetrolampung.ac.id/index.php/jf,interesting reason
film criticism,True,Film Criticism,0163-5069,1677-09-22,2016-10-31,Still in DOAJ index,DOAJ,http://www.filmcriticismjournal.org/,interesting reason
film education journal,True,Film Education Journal,2515-7086,1677-09-22,2020-11-09,Still in DOAJ index,DOAJ,https://www.uclpress.co.uk/pages/film-education-journal,interesting reason
filolog,True,Filolog,1986-5864,1677-09-22,2016-07-19,Still in DOAJ index,DOAJ,https://filolog.rs.ba/index.php?journal=filolog,interesting reason
filosofia,True,Filosofia,0015-1823,1677-09-22,2020-01-30,Still in DOAJ index,DOAJ,http://www.ojs.unito.it/index.php/filosofia/index,interesting reason
filosofia e educação,True,Filosofia e Educação,1984-9605,1677-09-22,2019-02-28,Still in DOAJ index,DOAJ,https://periodicos.sbu.unicamp.br/ojs/index.php/rfe/index,interesting reason
filozofia i nauka,True,Filozofia i Nauka,2300-4711,1677-09-22,2019-10-24,Still in DOAJ index,DOAJ,http://filozofiainauka.ifispan.waw.pl/?lang=en,interesting reason
filozofia publiczna i edukacja demokratyczna,True,Filozofia Publiczna i Edukacja Demokratyczna,2299-1875,1677-09-22,2020-09-14,Still in DOAJ index,DOAJ,http://filozofiapubliczna.amu.edu.pl/,interesting reason
finance and society,True,Finance and Society,2059-5999,1677-09-22,2016-04-21,Still in DOAJ index,DOAJ,http://financeandsociety.ed.ac.uk/,interesting reason
"finance, accounting and business analysis",True,"Finance, Accounting and Business Analysis",2603-5324,1677-09-22,2020-05-12,Still in DOAJ index,DOAJ,http://faba.bg/index.php/faba,interesting reason
"finance, markets and valuation",True,"Finance, Markets and Valuation",2530-3163,1677-09-22,2020-09-04,Still in DOAJ index,DOAJ,https://journalfmv.com/,interesting reason
financial innovation,True,Financial Innovation,2199-4730,1677-09-22,2017-09-26,Still in DOAJ index,DOAJ,http://jfin-swufe.springeropen.com/,interesting reason
financial law review,True,Financial Law Review,2299-6834,1677-09-22,2021-08-05,Still in DOAJ index,DOAJ,https://www.ejournals.eu/FLR/,interesting reason
finanse i prawo finansowe,True,Finanse i Prawo Finansowe,2353-5601,1677-09-22,2021-06-22,Still in DOAJ index,DOAJ,https://czasopisma.uni.lodz.pl/fipf,interesting reason
findings,True,Findings,2652-8800,1677-09-22,2020-11-19,Still in DOAJ index,DOAJ,http://findingspress.org,interesting reason
fineduca,True,Fineduca,2236-5907,1677-09-22,2021-05-23,Still in DOAJ index,DOAJ,https://seer.ufrgs.br/fineduca/,interesting reason
finisterra - revista portuguesa de geografia,True,Finisterra - Revista Portuguesa de Geografia,0430-5027,1677-09-22,2017-07-31,Still in DOAJ index,DOAJ,http://revistas.rcaap.pt/finisterra,interesting reason
finnish journal of ehealth and ewelfare,True,Finnish Journal of eHealth and eWelfare,1798-0798,1677-09-22,2020-04-07,Still in DOAJ index,DOAJ,https://journal.fi/finjehew/,interesting reason
fire,True,Fire,2571-6255,1677-09-22,2019-02-19,Still in DOAJ index,DOAJ,https://www.mdpi.com/journal/fire,interesting reason
fire ecology,True,Fire Ecology,1933-9747,1677-09-22,2019-07-04,Still in DOAJ index,DOAJ,https://fireecology.springeropen.com/,interesting reason
firephyschem,True,FirePhysChem,2667-1344,1677-09-22,2021-08-23,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/firephyschem/,interesting reason
"first opinions, second reactions",True,"First Opinions, Second Reactions",2152-9043,1677-09-22,2018-02-26,Still in DOAJ index,DOAJ,https://docs.lib.purdue.edu/fosr/,interesting reason
fiscaoeconomia,True,Fiscaoeconomia,2564-7504,1677-09-22,2017-11-27,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/fsecon,interesting reason
fish and shellfish immunology reports,True,Fish and Shellfish Immunology Reports,2667-0119,1677-09-22,2021-06-25,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/fish-and-shellfish-immunology-reports/,interesting reason
fisheries and aquatic sciences,True,Fisheries and Aquatic Sciences,2234-1757,1677-09-22,2016-06-07,Still in DOAJ index,DOAJ,https://www.e-fas.org/,interesting reason
fishery bulletin,True,Fishery Bulletin,1937-4518,1677-09-22,2018-07-04,Still in DOAJ index,DOAJ,https://spo.nmfs.noaa.gov/fb.htm,interesting reason
fishes,True,Fishes,2410-3888,1677-09-22,2017-09-07,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/fishes,interesting reason
fisioterapia em movimento,True,Fisioterapia em Movimento,0103-5150,1677-09-22,2020-04-07,Still in DOAJ index,DOAJ,https://periodicos.pucpr.br/index.php/fisio,interesting reason
fixed point theory and algorithms for sciences and engineering,True,Fixed Point Theory and Algorithms for Sciences and Engineering,2730-5422,1677-09-22,2021-10-06,Still in DOAJ index,DOAJ,https://fixedpointtheoryandapplications.springeropen.com/,interesting reason
fiyz̤,True,Fiyz̤,1029-7855,1677-09-22,2017-12-08,Still in DOAJ index,DOAJ,http://feyz.kaums.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en,interesting reason
flora infeksiyon hastalıkları ve klinik mikrobiyoloji dergisi,True,Flora Infeksiyon Hastalıkları ve Klinik Mikrobiyoloji Dergisi,1300-932X,1677-09-22,2018-04-09,Still in DOAJ index,DOAJ,http://www.floradergisi.org,interesting reason
flora mediterranea,True,Flora Mediterranea,2240-4538,1677-09-22,2022-03-22,Still in DOAJ index,DOAJ,https://www.herbmedit.org/FlMedit.html,interesting reason
florea: jurnal biologi dan pembelajarannya,True,Florea: Jurnal Biologi dan Pembelajarannya,2502-0404,1677-09-22,2020-04-11,Still in DOAJ index,DOAJ,http://e-journal.unipma.ac.id/index.php/JF/index,interesting reason
florence nightingale journal of nursing,True,Florence Nightingale Journal of Nursing,2687-6442,1677-09-22,2020-11-03,Still in DOAJ index,DOAJ,https://fnjn.org/EN,interesting reason
florida public health review,True,Florida Public Health Review,2643-6248,1677-09-22,2019-07-30,Still in DOAJ index,DOAJ,https://digitalcommons.unf.edu/fphr/,interesting reason
fluids,True,Fluids,2411-5134,1677-09-22,2016-09-29,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/fluids,interesting reason
fluminensia: journal for philological research,True,Fluminensia: Journal for Philological Research,0353-4642,1677-09-22,2018-03-03,Still in DOAJ index,DOAJ,http://fluminensia.ffri.hr/en/,interesting reason
fme transactions,True,FME Transactions,1451-2092,1677-09-22,2020-05-21,Still in DOAJ index,DOAJ,https://scindeks.ceon.rs/journaldetails.aspx?issn=1451-2092&lang=en,interesting reason
focaal,True,Focaal,1558-5263,1677-09-22,2020-10-06,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/focaal/focaal-overview.xml,interesting reason
focus on elt journal,True,Focus on ELT Journal,2687-5381,1677-09-22,2021-09-20,Still in DOAJ index,DOAJ,https://focusonelt.com/index.php/foe/about,interesting reason
focus on research in contemporary economics,True,Focus on Research in Contemporary Economics,2717-817X,1677-09-22,2020-09-15,Still in DOAJ index,DOAJ,https://www.forcejournal.org,interesting reason
fokus,True,Fokus,2548-3358,1677-09-22,2020-10-28,Still in DOAJ index,DOAJ,http://journal.iaincurup.ac.id/index.php/JF/index,interesting reason
folia cardiologica,True,Folia Cardiologica,2353-7760,1677-09-22,2016-02-03,Still in DOAJ index,DOAJ,https://journals.viamedica.pl/folia_cardiologica,interesting reason
folia forestalia polonica: series a - forestry,True,Folia Forestalia Polonica: Series A - Forestry,2199-5907,1677-09-22,2015-05-08,Still in DOAJ index,DOAJ,https://sciendo.com/journal/FFP,interesting reason
folia geographica,True,Folia Geographica,1336-6157,1677-09-22,2017-10-23,Still in DOAJ index,DOAJ,http://www.foliageographica.sk,interesting reason
folia historica cracoviensia,True,Folia Historica Cracoviensia,2391-6702,1677-09-22,2016-01-22,Still in DOAJ index,DOAJ,http://czasopisma.upjp2.edu.pl/foliahistoricacracoviensia,interesting reason
folia histórica del nordeste,True,Folia Histórica del Nordeste,0325-8238,1677-09-22,2018-11-06,Still in DOAJ index,DOAJ,http://revistas.unne.edu.ar/index.php/fhn,interesting reason
folia horticulturae,True,Folia Horticulturae,2083-5965,1677-09-22,2014-12-04,Still in DOAJ index,DOAJ,https://sciendo.com/journal/FHORT,interesting reason
folia malacologica,True,Folia Malacologica,1506-7629,1677-09-22,2021-11-19,Still in DOAJ index,DOAJ,https://www.foliamalacologica.com/,interesting reason
folia medica copernicana,True,Folia Medica Copernicana,2353-6489,1677-09-22,2016-03-04,Still in DOAJ index,DOAJ,https://journals.viamedica.pl/folia_medica_copernicana/index,interesting reason
folia medica facultatis medicinae universitatis saraeviensis,True,Folia Medica Facultatis Medicinae Universitatis Saraeviensis,0352-9630,1677-09-22,2016-03-05,Still in DOAJ index,DOAJ,http://foliamedica.mf.unsa.ba/index.php/FM,interesting reason
folia medica indonesiana,True,Folia Medica Indonesiana,2599-056X,1677-09-22,2018-09-11,Still in DOAJ index,DOAJ,https://e-journal.unair.ac.id/FMI,interesting reason
folia neuropathologica,True,Folia Neuropathologica,1509-572X,1677-09-22,2016-11-27,Still in DOAJ index,DOAJ,http://www.termedia.pl/Journal/Folia_Neuropathologica-20,interesting reason
folia oecologica,True,Folia Oecologica,1338-7014,1677-09-22,2018-02-05,Still in DOAJ index,DOAJ,https://sciendo.com/journal/FOECOL,interesting reason
folia onomastica croatica,True,Folia Onomastica Croatica,1330-0695,1677-09-22,2018-04-16,Still in DOAJ index,DOAJ,https://hrcak.srce.hr/folia-onomastica?lang=en,interesting reason
folia toruniensia,True,Folia Toruniensia,1641-3792,1677-09-22,2017-06-06,Still in DOAJ index,DOAJ,https://apcz.umk.pl/czasopisma/index.php/FT/about/index,interesting reason
folia veterinaria,True,Folia Veterinaria,2453-7837,1677-09-22,2018-04-23,Still in DOAJ index,DOAJ,https://sciendo.com/journal/FV,interesting reason
folklor/edebiyat,True,Folklor/Edebiyat,1300-7491,1677-09-22,2018-10-01,Still in DOAJ index,DOAJ,http://www.folkloredebiyat.org,interesting reason
fon,True,Fon,2086-0609,1677-09-22,2021-02-08,Still in DOAJ index,DOAJ,https://journal.uniku.ac.id/index.php/FON/index,interesting reason
fondatia : jurnal pendidikan dasar,True,Fondatia : Jurnal Pendidikan Dasar,2579-6194,1677-09-22,2020-08-24,Still in DOAJ index,DOAJ,https://ejournal.stitpn.ac.id/index.php/fondatia,interesting reason
fontes linguae vasconum,True,Fontes Linguae Vasconum,0046-435X,1677-09-22,2018-10-16,Still in DOAJ index,DOAJ,https://revistas.navarra.es/index.php/FLV/,interesting reason
food and agricultural immunology,True,Food and Agricultural Immunology,1465-3443,1677-09-22,2018-08-03,Still in DOAJ index,DOAJ,http://www.tandfonline.com/CFAI,interesting reason
food and feed research,True,Food and Feed Research,2217-5369,1677-09-22,2017-07-23,Still in DOAJ index,DOAJ,http://scindeks.ceon.rs/journalDetails.aspx?issn=2217-5369&lang=en,interesting reason
food and waterborne parasitology,True,Food and Waterborne Parasitology,2405-6766,1677-09-22,2019-12-20,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/food-and-waterborne-parasitology,interesting reason
food chemistry advances,True,Food Chemistry Advances,2772-753X,1677-09-22,2022-04-11,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/food-chemistry-advances,interesting reason
food chemistry: molecular sciences,True,Food Chemistry: Molecular Sciences,2666-5662,1677-09-22,2021-02-25,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/food-chemistry-molecular-sciences,interesting reason
food chemistry: x,True,Food Chemistry: X,2590-1575,1677-09-22,2019-09-09,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/food-chemistry-x,interesting reason
food frontiers,True,Food Frontiers,2643-8429,1677-09-22,2020-07-28,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26438429,interesting reason
food hydrocolloids for health,True,Food Hydrocolloids for Health,2667-0259,1677-09-22,2021-09-24,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/food-hydrocolloids-for-health,interesting reason
"food production, processing and nutrition",True,"Food Production, Processing and Nutrition",2661-8974,1677-09-22,2020-02-17,Still in DOAJ index,DOAJ,https://fppn.biomedcentral.com/,interesting reason
food quality and safety,True,Food Quality and Safety,2399-1402,1677-09-22,2018-04-30,Still in DOAJ index,DOAJ,https://academic.oup.com/fqs,interesting reason
food research,True,Food Research,2550-2166,1677-09-22,2018-01-24,Still in DOAJ index,DOAJ,https://www.myfoodresearch.com/,interesting reason
food science & technology,True,Food Science & Technology,1096-1127,1677-09-22,2022-01-12,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/lwt,interesting reason
food science and human wellness,True,Food Science and Human Wellness,2213-4530,1677-09-22,2016-05-03,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/food-science-and-human-wellness/,interesting reason
food scientech journal,True,Food ScienTech Journal,2685-4279,1677-09-22,2020-08-31,Still in DOAJ index,DOAJ,http://jurnal.untirta.ac.id/index.php/fsj/index,interesting reason
foods and raw materials,True,Foods and Raw Materials,2308-4057,1677-09-22,2018-07-02,Still in DOAJ index,DOAJ,http://jfrm.ru,interesting reason
foot & ankle orthopaedics,True,Foot & Ankle Orthopaedics,2473-0114,1677-09-22,2018-11-07,Still in DOAJ index,DOAJ,http://journals.sagepub.com/home/fao,interesting reason
"foot & ankle surgery: techniques, reports & cases",True,"Foot & Ankle Surgery: Techniques, Reports & Cases",2667-3967,1677-09-22,2022-02-21,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/foot-and-ankle-surgery-techniques-reports-and-cases,interesting reason
forces in mechanics,True,Forces in Mechanics,2666-3597,1677-09-22,2021-03-12,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/forces-in-mechanics,interesting reason
forecasting,True,Forecasting,2571-9394,1677-09-22,2019-02-11,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/forecasting,interesting reason
forensic science international: animals and environments,True,Forensic Science International: Animals and Environments,2666-9374,1677-09-22,2021-08-30,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/forensic-science-international-animals-and-environments,interesting reason
forensic science international: mind and law,True,Forensic Science International: Mind and Law,2666-3538,1677-09-22,2020-05-07,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/forensic-science-international-mind-and-law,interesting reason
forensic science international: reports,True,Forensic Science International: Reports,2665-9107,1677-09-22,2019-11-04,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/forensic-science-international-reports,interesting reason
forensic science international: synergy,True,Forensic Science International: Synergy,2589-871X,1677-09-22,2019-05-29,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/forensic-science-international-synergy,interesting reason
forensic sciences research,True,Forensic Sciences Research,2471-1411,1677-09-22,2018-03-21,Still in DOAJ index,DOAJ,http://www.tandfonline.com/TFSR,interesting reason
foresight and sti governance,True,Foresight and STI Governance,1995-459X,1677-09-22,2019-10-18,Still in DOAJ index,DOAJ,https://foresight-journal.hse.ru/en/,interesting reason
forest ecosystems,True,Forest Ecosystems,2095-6355,1677-09-22,2014-09-19,Still in DOAJ index,DOAJ,http://www.forestecosyst.com/,interesting reason
forest science and technology,True,Forest Science and Technology,2158-0715,1677-09-22,2018-08-03,Still in DOAJ index,DOAJ,http://www.tandfonline.com/TFST,interesting reason
forestry economics review,True,Forestry Economics Review,2631-3030,1677-09-22,2020-10-13,Still in DOAJ index,DOAJ,https://www.emeraldgrouppublishing.com/journal/fer,interesting reason
formação,True,Formação,1517-543X,1677-09-22,2018-11-20,Still in DOAJ index,DOAJ,http://revista.fct.unesp.br/index.php/formacao/index,interesting reason
formação docente (associação nacional de pós-graduação e pesquisa em educação),True,Formação Docente (Associação Nacional de Pós-Graduação e Pesquisa em Educação),2176-4360,1677-09-22,2020-06-03,Still in DOAJ index,DOAJ,https://revformacaodocente.com.br/index.php/rbpfp,interesting reason
formosan journal of surgery,True,Formosan Journal of Surgery,2213-5413,1677-09-22,2017-12-07,Still in DOAJ index,DOAJ,http://www.e-fjs.org/,interesting reason
foro de profesores de español como lengua extranjera,True,Foro de profesores de Español como Lengua Extranjera,1886-337X,1677-09-22,2017-11-26,Still in DOAJ index,DOAJ,https://ojs.uv.es/index.php/foroele,interesting reason
foro internacional,True,Foro Internacional,0185-013X,1677-09-22,2018-01-31,Still in DOAJ index,DOAJ,http://forointernacional.colmex.mx/index.php/fi,interesting reason
"foro, revista de derecho",True,"Foro, Revista de Derecho",1390-2466,1677-09-22,2020-09-02,Still in DOAJ index,DOAJ,https://revistas.uasb.edu.ec/index.php/foro/issue/view/109,interesting reason
forskning & forandring,True,Forskning & Forandring,2535-5279,1677-09-22,2019-03-22,Still in DOAJ index,DOAJ,https://forskningogforandring.dk/,interesting reason
forskning i pædagogers profession og uddannelse,True,Forskning i Pædagogers Profession og Uddannelse,2446-2810,1677-09-22,2022-03-08,Still in DOAJ index,DOAJ,https://tidsskrift.dk/FPPU/index,interesting reason
forum arkeologi,True,Forum Arkeologi,2527-6832,1677-09-22,2020-08-24,Still in DOAJ index,DOAJ,http://forumarkeologi.kemdikbud.go.id,interesting reason
forum bibliotek medycznych,True,Forum Bibliotek Medycznych,1899-5829,1677-09-22,2021-02-01,Still in DOAJ index,DOAJ,https://fbm.wum.edu.pl,interesting reason
forum filologiczne ateneum,True,Forum Filologiczne Ateneum,2353-2912,1677-09-22,2021-12-22,Still in DOAJ index,DOAJ,https://www.ateneum.edu.pl/about-ateneum/philological-forum/,interesting reason
forum geografi,True,Forum Geografi,0852-0682,1677-09-22,2016-12-02,Still in DOAJ index,DOAJ,http://journals.ums.ac.id/index.php/fg/index,interesting reason
forum historiae,True,Forum Historiae,1337-6861,1677-09-22,2020-05-11,Still in DOAJ index,DOAJ,http://www.forumhistoriae.sk,interesting reason
forum ilmu sosial,True,Forum Ilmu Sosial,1412-971X,1677-09-22,2017-08-21,Still in DOAJ index,DOAJ,http://journal.unnes.ac.id/nju/index.php/FIS,interesting reason
forum juridic,True,Forum Juridic,2734-7524,1677-09-22,2021-07-29,Still in DOAJ index,DOAJ,https://drept.unibuc.ro/Legal-Forum-s938-en.htm,interesting reason
forum lingwistyczne,True,Forum Lingwistyczne,2449-9587,1677-09-22,2021-02-22,Still in DOAJ index,DOAJ,https://www.journals.us.edu.pl/index.php/FL/index,interesting reason
"forum of mathematics, pi",True,"Forum of Mathematics, Pi",2050-5086,1677-09-22,2017-12-14,Still in DOAJ index,DOAJ,https://www.cambridge.org/core/journals/forum-of-mathematics-pi,interesting reason
"forum of mathematics, sigma",True,"Forum of Mathematics, Sigma",2050-5094,1677-09-22,2015-04-24,Still in DOAJ index,DOAJ,https://www.cambridge.org/core/journals/forum-of-mathematics-sigma,interesting reason
forum philosophicum,True,Forum Philosophicum,1426-1898,1677-09-22,2021-01-24,Still in DOAJ index,DOAJ,https://forumphilosophicum.ignatianum.edu.pl,interesting reason
forum revista departamento de ciencia política,True,Forum Revista Departamento de Ciencia Política,2216-1775,1677-09-22,2019-05-15,Still in DOAJ index,DOAJ,https://revistas.unal.edu.co/index.php/forum/index,interesting reason
forum scientiae oeconomia,True,Forum Scientiae Oeconomia,2300-5947,1677-09-22,2017-09-12,Still in DOAJ index,DOAJ,http://www.wsb.edu.pl/index.php?idg=f,interesting reason
fossil record,True,Fossil Record,2193-0074,1677-09-22,2015-04-24,Still in DOAJ index,DOAJ,https://fr.pensoft.net/,interesting reason
foster,True,FOSTER,2723-4126,1677-09-22,2021-06-01,Still in DOAJ index,DOAJ,https://foster.pbi-iainpalopo.ac.id/index.php/contents/,interesting reason
foucault studies,True,Foucault Studies,1832-5203,1677-09-22,2018-04-09,Still in DOAJ index,DOAJ,https://rauli.cbs.dk/index.php/foucault-studies/index,interesting reason
fractal and fractional,True,Fractal and Fractional,2504-3110,1677-09-22,2018-05-21,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/fractalfract,interesting reason
fragmenta entomologica,True,Fragmenta entomologica,2284-4880,1677-09-22,2015-11-16,Still in DOAJ index,DOAJ,https://rosa.uniroma1.it/rosa02/fragmenta_entomologica,interesting reason
fragmentum,True,Fragmentum,1519-9894,1677-09-22,2019-02-15,Still in DOAJ index,DOAJ,https://periodicos.ufsm.br/fragmentum,interesting reason
francisola: revue indonésienne de la langue et la littérature françaises,True,Francisola: Revue Indonésienne de la Langue et la Littérature Françaises,2527-5097,1677-09-22,2017-10-05,Still in DOAJ index,DOAJ,http://ejournal.upi.edu/index.php/FRANCISOLA/index,interesting reason
francosphères,True,Francosphères,2046-3820,1677-09-22,2021-02-12,Still in DOAJ index,DOAJ,https://www.liverpooluniversitypress.co.uk/journals/id/70/,interesting reason
free neuropathology,True,Free Neuropathology,2699-4445,1677-09-22,2021-01-21,Still in DOAJ index,DOAJ,https://www.uni-muenster.de/Ejournals/index.php/fnp/index,interesting reason
